date,wholesale_price,item_code
2020-07-04,25.48,102900051000944
2020-07-04,6.09,102900051004294
2020-07-04,4.63,102900051010455
2020-07-05,3.48,102900005115762
2020-07-05,5.77,102900005115779
2020-07-05,3.45,102900005115786
2020-07-05,10.0,102900005115793
2020-07-05,6.56,102900005115823
2020-07-05,4.04,102900005115908
2020-07-05,4.31,102900005115946
2020-07-05,2.2,102900005115960
2020-07-05,3.75,102900005115984
2020-07-05,4.35,102900005116226
2020-07-05,5.44,102900005116233
2020-07-05,4.24,102900005116257
2020-07-05,2.04,102900005116509
2020-07-05,12.0,102900005116530
2020-07-05,4.05,102900005116547
2020-07-05,9.47,102900005116714
2020-07-05,7.9,102900005116912
2020-07-05,5.83,102900005116943
2020-07-05,5.16,102900005117056
2020-07-05,8.35,102900005117209
2020-07-05,5.42,102900005118824
2020-07-05,4.1,102900005118831
2020-07-05,3.6,102900005119975
2020-07-05,7.23,102900005123880
2020-07-05,11.67,102900005125808
2020-07-05,6.16,102900005125815
2020-07-05,7.95,102900011000328
2020-07-05,7.3,102900011001219
2020-07-05,1.63,102900011001813
2020-07-05,7.03,102900011006689
2020-07-05,4.44,102900011008522
2020-07-05,8.1,102900011009444
2020-07-05,4.93,102900011009970
2020-07-05,6.3,102900051004294
2020-07-05,4.75,102900051010455
2020-07-06,3.35,102900005115762
2020-07-06,6.48,102900005115779
2020-07-06,3.18,102900005115786
2020-07-06,9.23,102900005115793
2020-07-06,6.25,102900005115823
2020-07-06,4.55,102900005115908
2020-07-06,4.21,102900005115946
2020-07-06,2.2,102900005115960
2020-07-06,3.65,102900005115984
2020-07-06,4.41,102900005116226
2020-07-06,5.41,102900005116233
2020-07-06,4.49,102900005116257
2020-07-06,2.05,102900005116509
2020-07-06,12.0,102900005116530
2020-07-06,4.06,102900005116547
2020-07-06,9.48,102900005116714
2020-07-06,7.89,102900005116912
2020-07-06,5.82,102900005116943
2020-07-06,4.98,102900005117056
2020-07-06,8.44,102900005117209
2020-07-06,5.45,102900005118824
2020-07-06,4.06,102900005118831
2020-07-06,10.09,102900005119944
2020-07-06,3.6,102900005119975
2020-07-06,7.38,102900005123880
2020-07-06,11.68,102900005125808
2020-07-06,6.14,102900005125815
2020-07-06,8.16,102900011000328
2020-07-06,8.05,102900011001219
2020-07-06,1.64,102900011001813
2020-07-06,9.17,102900011006948
2020-07-06,4.44,102900011008522
2020-07-06,5.27,102900011009444
2020-07-06,5.6,102900011009970
2020-07-06,6.42,102900051004294
2020-07-06,5.31,102900051010455
2020-07-07,3.26,102900005115762
2020-07-07,6.92,102900005115779
2020-07-07,3.18,102900005115786
2020-07-07,9.9,102900005115793
2020-07-07,6.25,102900005115823
2020-07-07,4.65,102900005115908
2020-07-07,4.21,102900005115946
2020-07-07,2.2,102900005115960
2020-07-07,3.73,102900005115984
2020-07-07,4.6,102900005116226
2020-07-07,5.48,102900005116233
2020-07-07,4.75,102900005116257
2020-07-07,2.05,102900005116509
2020-07-07,12.0,102900005116530
2020-07-07,4.05,102900005116547
2020-07-07,9.16,102900005116714
2020-07-07,8.0,102900005116837
2020-07-07,7.88,102900005116912
2020-07-07,5.8,102900005116943
2020-07-07,4.75,102900005117056
2020-07-07,8.46,102900005117209
2020-07-07,5.46,102900005118824
2020-07-07,4.07,102900005118831
2020-07-07,10.05,102900005119944
2020-07-07,3.6,102900005119975
2020-07-07,6.19,102900005123880
2020-07-07,11.69,102900005125808
2020-07-07,6.13,102900005125815
2020-07-07,8.08,102900011000328
2020-07-07,10.56,102900011001219
2020-07-07,1.64,102900011001813
2020-07-07,4.32,102900011006689
2020-07-07,9.42,102900011006948
2020-07-07,4.44,102900011008522
2020-07-07,5.44,102900011009970
2020-07-07,6.6,102900051004294
2020-07-07,5.31,102900051010455
2020-07-08,3.24,102900005115762
2020-07-08,6.92,102900005115779
2020-07-08,3.02,102900005115786
2020-07-08,10.42,102900005115793
2020-07-08,4.59,102900005115816
2020-07-08,6.25,102900005115823
2020-07-08,4.78,102900005115908
2020-07-08,4.21,102900005115946
2020-07-08,2.2,102900005115960
2020-07-08,3.75,102900005115984
2020-07-08,4.77,102900005116226
2020-07-08,5.62,102900005116233
2020-07-08,5.23,102900005116257
2020-07-08,2.04,102900005116509
2020-07-08,12.0,102900005116530
2020-07-08,4.05,102900005116547
2020-07-08,9.09,102900005116714
2020-07-08,4.39,102900005116790
2020-07-08,9.0,102900005116899
2020-07-08,7.87,102900005116912
2020-07-08,6.2,102900005116943
2020-07-08,4.75,102900005117056
2020-07-08,8.42,102900005117209
2020-07-08,5.47,102900005118824
2020-07-08,4.11,102900005118831
2020-07-08,10.04,102900005119944
2020-07-08,3.6,102900005119975
2020-07-08,4.34,102900005123880
2020-07-08,11.54,102900005125808
2020-07-08,6.13,102900005125815
2020-07-08,7.55,102900011000328
2020-07-08,12.22,102900011001219
2020-07-08,9.81,102900011006948
2020-07-08,4.44,102900011008522
2020-07-08,5.27,102900011009970
2020-07-08,7.17,102900051004294
2020-07-08,5.31,102900051010455
2020-07-09,3.08,102900005115762
2020-07-09,7.06,102900005115779
2020-07-09,2.84,102900005115786
2020-07-09,10.42,102900005115793
2020-07-09,6.25,102900005115823
2020-07-09,4.77,102900005115908
2020-07-09,4.22,102900005115946
2020-07-09,2.15,102900005115960
2020-07-09,3.75,102900005115984
2020-07-09,4.81,102900005116226
2020-07-09,5.52,102900005116233
2020-07-09,5.3,102900005116257
2020-07-09,2.04,102900005116509
2020-07-09,12.0,102900005116530
2020-07-09,4.05,102900005116547
2020-07-09,9.03,102900005116714
2020-07-09,4.46,102900005116790
2020-07-09,7.85,102900005116912
2020-07-09,6.26,102900005116943
2020-07-09,4.75,102900005117056
2020-07-09,7.92,102900005117209
2020-07-09,5.47,102900005118824
2020-07-09,4.09,102900005118831
2020-07-09,10.03,102900005119944
2020-07-09,3.6,102900005119975
2020-07-09,4.34,102900005123880
2020-07-09,10.2,102900005125808
2020-07-09,6.12,102900005125815
2020-07-09,7.25,102900011000328
2020-07-09,12.24,102900011001219
2020-07-09,9.8,102900011006948
2020-07-09,4.44,102900011008522
2020-07-09,4.07,102900011009444
2020-07-09,5.21,102900011009970
2020-07-09,7.26,102900051004294
2020-07-09,5.31,102900051010455
2020-07-10,2.41,102900005115762
2020-07-10,7.07,102900005115779
2020-07-10,2.62,102900005115786
2020-07-10,10.43,102900005115793
2020-07-10,6.25,102900005115823
2020-07-10,2.01,102900005115861
2020-07-10,4.76,102900005115908
2020-07-10,4.23,102900005115946
2020-07-10,2.1,102900005115960
2020-07-10,3.75,102900005115984
2020-07-10,4.83,102900005116226
2020-07-10,5.51,102900005116233
2020-07-10,5.5,102900005116257
2020-07-10,2.1,102900005116509
2020-07-10,12.0,102900005116530
2020-07-10,4.05,102900005116547
2020-07-10,8.82,102900005116714
2020-07-10,4.46,102900005116790
2020-07-10,9.0,102900005116899
2020-07-10,7.86,102900005116912
2020-07-10,6.11,102900005116943
2020-07-10,5.42,102900005117056
2020-07-10,7.35,102900005117209
2020-07-10,7.88,102900005118817
2020-07-10,5.44,102900005118824
2020-07-10,4.06,102900005118831
2020-07-10,9.94,102900005119944
2020-07-10,3.6,102900005119975
2020-07-10,10.2,102900005125808
2020-07-10,6.11,102900005125815
2020-07-10,7.32,102900011000328
2020-07-10,9.81,102900011006948
2020-07-10,5.29,102900011008522
2020-07-10,8.11,102900011009444
2020-07-10,4.7,102900011009970
2020-07-10,7.87,102900051004294
2020-07-10,5.31,102900051010455
2020-07-10,1.96,106956146480203
2020-07-11,2.38,102900005115762
2020-07-11,7.03,102900005115779
2020-07-11,2.37,102900005115786
2020-07-11,10.38,102900005115793
2020-07-11,6.25,102900005115823
2020-07-11,4.77,102900005115908
2020-07-11,4.24,102900005115946
2020-07-11,2.1,102900005115960
2020-07-11,3.75,102900005115984
2020-07-11,6.6,102900005116233
2020-07-11,5.42,102900005116257
2020-07-11,2.19,102900005116509
2020-07-11,12.0,102900005116530
2020-07-11,4.13,102900005116547
2020-07-11,8.91,102900005116714
2020-07-11,9.0,102900005116899
2020-07-11,7.86,102900005116912
2020-07-11,6.37,102900005116943
2020-07-11,5.64,102900005117056
2020-07-11,8.3,102900005117209
2020-07-11,5.41,102900005118824
2020-07-11,4.04,102900005118831
2020-07-11,10.0,102900005119944
2020-07-11,3.6,102900005119975
2020-07-11,4.72,102900005123880
2020-07-11,10.2,102900005125808
2020-07-11,6.11,102900005125815
2020-07-11,7.51,102900011000328
2020-07-11,11.9,102900011001219
2020-07-11,4.32,102900011006689
2020-07-11,10.61,102900011006948
2020-07-11,5.05,102900011008522
2020-07-11,8.1,102900011009444
2020-07-11,3.86,102900011009970
2020-07-11,8.15,102900051004294
2020-07-11,5.31,102900051010455
2020-07-12,2.39,102900005115762
2020-07-12,6.92,102900005115779
2020-07-12,2.24,102900005115786
2020-07-12,10.39,102900005115793
2020-07-12,6.25,102900005115823
2020-07-12,4.86,102900005115908
2020-07-12,4.43,102900005115946
2020-07-12,2.1,102900005115960
2020-07-12,3.75,102900005115984
2020-07-12,4.94,102900005116226
2020-07-12,5.56,102900005116233
2020-07-12,5.05,102900005116257
2020-07-12,2.22,102900005116509
2020-07-12,12.0,102900005116530
2020-07-12,4.25,102900005116547
2020-07-12,8.49,102900005116714
2020-07-12,9.0,102900005116899
2020-07-12,7.81,102900005116912
2020-07-12,6.72,102900005116943
2020-07-12,6.08,102900005117056
2020-07-12,7.83,102900005117209
2020-07-12,5.41,102900005118824
2020-07-12,4.05,102900005118831
2020-07-12,10.01,102900005119944
2020-07-12,3.6,102900005119975
2020-07-12,7.38,102900005123880
2020-07-12,10.19,102900005125808
2020-07-12,6.08,102900005125815
2020-07-12,6.27,102900011000328
2020-07-12,11.37,102900011001219
2020-07-12,4.26,102900011006689
2020-07-12,11.06,102900011006948
2020-07-12,4.94,102900011008522
2020-07-12,5.34,102900011009444
2020-07-12,3.48,102900011009970
2020-07-12,24.05,102900051000944
2020-07-12,7.91,102900051004294
2020-07-12,5.31,102900051010455
2020-07-12,2.07,106956146480197
2020-07-13,6.92,102900005115779
2020-07-13,2.17,102900005115786
2020-07-13,10.35,102900005115793
2020-07-13,6.25,102900005115823
2020-07-13,4.92,102900005115908
2020-07-13,4.25,102900005115946
2020-07-13,2.1,102900005115960
2020-07-13,3.75,102900005115984
2020-07-13,5.24,102900005116226
2020-07-13,5.5,102900005116233
2020-07-13,5.42,102900005116257
2020-07-13,2.2,102900005116509
2020-07-13,12.0,102900005116530
2020-07-13,3.75,102900005116547
2020-07-13,8.29,102900005116714
2020-07-13,9.0,102900005116899
2020-07-13,7.84,102900005116912
2020-07-13,6.9,102900005116943
2020-07-13,5.86,102900005117056
2020-07-13,8.8,102900005117209
2020-07-13,5.4,102900005118824
2020-07-13,4.05,102900005118831
2020-07-13,10.03,102900005119944
2020-07-13,3.6,102900005119975
2020-07-13,7.09,102900005123880
2020-07-13,10.18,102900005125808
2020-07-13,6.06,102900005125815
2020-07-13,6.27,102900011000328
2020-07-13,11.36,102900011001219
2020-07-13,3.76,102900011006689
2020-07-13,4.97,102900011008522
2020-07-13,4.28,102900011009444
2020-07-13,3.33,102900011009970
2020-07-13,7.8,102900051004294
2020-07-13,5.31,102900051010455
2020-07-14,6.92,102900005115779
2020-07-14,1.76,102900005115786
2020-07-14,10.35,102900005115793
2020-07-14,6.0,102900005115823
2020-07-14,4.88,102900005115908
2020-07-14,4.27,102900005115946
2020-07-14,1.91,102900005115960
2020-07-14,3.75,102900005115984
2020-07-14,5.06,102900005116226
2020-07-14,5.9,102900005116233
2020-07-14,5.67,102900005116257
2020-07-14,2.16,102900005116509
2020-07-14,12.0,102900005116530
2020-07-14,3.75,102900005116547
2020-07-14,7.79,102900005116714
2020-07-14,8.0,102900005116899
2020-07-14,7.8,102900005116912
2020-07-14,7.32,102900005116943
2020-07-14,5.35,102900005117056
2020-07-14,11.45,102900005117209
2020-07-14,5.24,102900005118824
2020-07-14,4.0,102900005118831
2020-07-14,9.94,102900005119944
2020-07-14,3.2,102900005119975
2020-07-14,4.94,102900005123880
2020-07-14,9.84,102900005125808
2020-07-14,6.05,102900005125815
2020-07-14,6.4,102900011000328
2020-07-14,12.22,102900011001219
2020-07-14,3.64,102900011006689
2020-07-14,5.0,102900011008522
2020-07-14,4.27,102900011009444
2020-07-14,2.97,102900011009970
2020-07-14,1.7,102900011011546
2020-07-14,6.84,102900051004294
2020-07-14,5.31,102900051010455
2020-07-14,2.04,106956146480197
2020-07-15,6.91,102900005115779
2020-07-15,1.77,102900005115786
2020-07-15,5.7,102900005115823
2020-07-15,4.91,102900005115908
2020-07-15,4.26,102900005115946
2020-07-15,1.52,102900005115960
2020-07-15,3.75,102900005115984
2020-07-15,5.04,102900005116226
2020-07-15,6.36,102900005116233
2020-07-15,5.69,102900005116257
2020-07-15,2.49,102900005116509
2020-07-15,12.0,102900005116530
2020-07-15,4.22,102900005116547
2020-07-15,7.76,102900005116714
2020-07-15,8.0,102900005116899
2020-07-15,7.81,102900005116912
2020-07-15,7.97,102900005116943
2020-07-15,5.59,102900005117056
2020-07-15,11.9,102900005117209
2020-07-15,5.24,102900005118824
2020-07-15,4.03,102900005118831
2020-07-15,9.96,102900005119944
2020-07-15,3.2,102900005119975
2020-07-15,4.46,102900005123880
2020-07-15,9.86,102900005125808
2020-07-15,6.07,102900005125815
2020-07-15,6.38,102900011000328
2020-07-15,11.65,102900011001219
2020-07-15,3.65,102900011006689
2020-07-15,5.0,102900011008522
2020-07-15,4.19,102900011009444
2020-07-15,2.87,102900011009970
2020-07-15,1.7,102900011011546
2020-07-15,7.06,102900051004294
2020-07-15,5.31,102900051010455
2020-07-15,2.05,106956146480197
2020-07-16,6.8,102900005115779
2020-07-16,1.76,102900005115786
2020-07-16,10.83,102900005115793
2020-07-16,5.67,102900005115823
2020-07-16,4.47,102900005115908
2020-07-16,4.26,102900005115946
2020-07-16,1.4,102900005115960
2020-07-16,3.75,102900005115984
2020-07-16,5.04,102900005116226
2020-07-16,7.5,102900005116233
2020-07-16,5.66,102900005116257
2020-07-16,2.46,102900005116509
2020-07-16,12.0,102900005116530
2020-07-16,4.25,102900005116547
2020-07-16,7.74,102900005116714
2020-07-16,8.0,102900005116899
2020-07-16,7.82,102900005116912
2020-07-16,8.46,102900005116943
2020-07-16,5.56,102900005117056
2020-07-16,12.51,102900005117209
2020-07-16,5.26,102900005118824
2020-07-16,4.07,102900005118831
2020-07-16,9.97,102900005119944
2020-07-16,3.2,102900005119975
2020-07-16,4.45,102900005123880
2020-07-16,10.09,102900005125808
2020-07-16,6.05,102900005125815
2020-07-16,6.24,102900011000328
2020-07-16,11.3,102900011001219
2020-07-16,3.1,102900011001806
2020-07-16,3.65,102900011006689
2020-07-16,5.0,102900011008522
2020-07-16,4.7,102900011009444
2020-07-16,2.82,102900011009970
2020-07-16,7.58,102900051004294
2020-07-16,5.31,102900051010455
2020-07-16,2.03,106956146480197
2020-07-17,3.26,102900005115762
2020-07-17,6.8,102900005115779
2020-07-17,1.76,102900005115786
2020-07-17,10.95,102900005115793
2020-07-17,5.67,102900005115823
2020-07-17,4.4,102900005115908
2020-07-17,4.27,102900005115946
2020-07-17,1.4,102900005115960
2020-07-17,3.75,102900005115984
2020-07-17,5.03,102900005116226
2020-07-17,7.58,102900005116233
2020-07-17,5.14,102900005116257
2020-07-17,2.45,102900005116509
2020-07-17,12.0,102900005116530
2020-07-17,4.74,102900005116547
2020-07-17,7.72,102900005116714
2020-07-17,8.0,102900005116899
2020-07-17,7.78,102900005116912
2020-07-17,8.86,102900005116943
2020-07-17,5.23,102900005117056
2020-07-17,12.96,102900005117209
2020-07-17,5.42,102900005118824
2020-07-17,4.08,102900005118831
2020-07-17,9.96,102900005119944
2020-07-17,3.2,102900005119975
2020-07-17,4.37,102900005123880
2020-07-17,10.28,102900005125808
2020-07-17,6.03,102900005125815
2020-07-17,6.24,102900011000328
2020-07-17,11.37,102900011001219
2020-07-17,3.08,102900011001806
2020-07-17,3.53,102900011006689
2020-07-17,5.0,102900011008522
2020-07-17,5.16,102900011009444
2020-07-17,3.22,102900011009970
2020-07-17,7.56,102900051004294
2020-07-17,5.31,102900051010455
2020-07-17,2.03,106956146480197
2020-07-18,3.22,102900005115762
2020-07-18,6.8,102900005115779
2020-07-18,1.76,102900005115786
2020-07-18,10.85,102900005115793
2020-07-18,5.38,102900005115823
2020-07-18,4.37,102900005115908
2020-07-18,4.35,102900005115946
2020-07-18,1.4,102900005115960
2020-07-18,3.75,102900005115984
2020-07-18,4.96,102900005116226
2020-07-18,8.3,102900005116233
2020-07-18,5.14,102900005116257
2020-07-18,2.55,102900005116509
2020-07-18,12.0,102900005116530
2020-07-18,5.02,102900005116547
2020-07-18,7.75,102900005116714
2020-07-18,8.0,102900005116899
2020-07-18,7.79,102900005116912
2020-07-18,8.93,102900005116943
2020-07-18,5.02,102900005117056
2020-07-18,13.74,102900005117209
2020-07-18,5.45,102900005118824
2020-07-18,4.08,102900005118831
2020-07-18,9.91,102900005119944
2020-07-18,2.83,102900005119975
2020-07-18,5.73,102900005123880
2020-07-18,10.43,102900005125808
2020-07-18,6.05,102900005125815
2020-07-18,6.12,102900011000328
2020-07-18,12.0,102900011001219
2020-07-18,3.09,102900011001806
2020-07-18,5.0,102900011008522
2020-07-18,4.55,102900011009444
2020-07-18,3.21,102900011009970
2020-07-18,6.72,102900051004294
2020-07-18,5.31,102900051010455
2020-07-18,2.02,106956146480197
2020-07-19,6.8,102900005115779
2020-07-19,2.1,102900005115786
2020-07-19,10.97,102900005115793
2020-07-19,5.33,102900005115823
2020-07-19,4.38,102900005115908
2020-07-19,4.37,102900005115946
2020-07-19,1.4,102900005115960
2020-07-19,3.78,102900005115984
2020-07-19,4.8,102900005116226
2020-07-19,8.95,102900005116233
2020-07-19,5.14,102900005116257
2020-07-19,2.71,102900005116509
2020-07-19,12.0,102900005116530
2020-07-19,5.04,102900005116547
2020-07-19,7.86,102900005116714
2020-07-19,8.0,102900005116899
2020-07-19,7.81,102900005116912
2020-07-19,9.02,102900005116943
2020-07-19,6.19,102900005117056
2020-07-19,12.29,102900005117209
2020-07-19,5.43,102900005118824
2020-07-19,4.06,102900005118831
2020-07-19,9.9,102900005119944
2020-07-19,2.8,102900005119975
2020-07-19,4.13,102900005123880
2020-07-19,10.29,102900005125808
2020-07-19,6.07,102900005125815
2020-07-19,6.15,102900011000328
2020-07-19,11.21,102900011001219
2020-07-19,3.12,102900011001806
2020-07-19,4.55,102900011008522
2020-07-19,4.44,102900011009444
2020-07-19,3.28,102900011009970
2020-07-19,6.24,102900051004294
2020-07-19,5.31,102900051010455
2020-07-19,2.05,106956146480197
2020-07-20,6.8,102900005115779
2020-07-20,2.18,102900005115786
2020-07-20,10.05,102900005115793
2020-07-20,5.33,102900005115823
2020-07-20,4.38,102900005115908
2020-07-20,4.37,102900005115946
2020-07-20,1.56,102900005115960
2020-07-20,3.83,102900005115984
2020-07-20,5.05,102900005116226
2020-07-20,8.71,102900005116233
2020-07-20,5.14,102900005116257
2020-07-20,2.71,102900005116509
2020-07-20,12.0,102900005116530
2020-07-20,5.05,102900005116547
2020-07-20,7.86,102900005116714
2020-07-20,8.0,102900005116899
2020-07-20,7.82,102900005116912
2020-07-20,8.88,102900005116943
2020-07-20,6.15,102900005117056
2020-07-20,12.44,102900005117209
2020-07-20,5.44,102900005118824
2020-07-20,4.07,102900005118831
2020-07-20,9.96,102900005119944
2020-07-20,2.8,102900005119975
2020-07-20,10.21,102900005125808
2020-07-20,6.08,102900005125815
2020-07-20,6.21,102900011000328
2020-07-20,11.24,102900011001219
2020-07-20,3.13,102900011001806
2020-07-20,4.22,102900011008522
2020-07-20,4.42,102900011009444
2020-07-20,3.38,102900011009970
2020-07-20,6.25,102900051004294
2020-07-20,5.31,102900051010455
2020-07-20,2.07,106956146480197
2020-07-21,3.37,102900005115762
2020-07-21,6.66,102900005115779
2020-07-21,2.17,102900005115786
2020-07-21,9.83,102900005115793
2020-07-21,5.33,102900005115823
2020-07-21,4.33,102900005115908
2020-07-21,4.29,102900005115946
2020-07-21,1.8,102900005115960
2020-07-21,3.75,102900005115984
2020-07-21,5.06,102900005116226
2020-07-21,8.7,102900005116233
2020-07-21,5.14,102900005116257
2020-07-21,3.0,102900005116509
2020-07-21,12.0,102900005116530
2020-07-21,5.05,102900005116547
2020-07-21,7.77,102900005116714
2020-07-21,8.0,102900005116899
2020-07-21,7.84,102900005116912
2020-07-21,8.91,102900005116943
2020-07-21,5.8,102900005117056
2020-07-21,12.55,102900005117209
2020-07-21,5.51,102900005118824
2020-07-21,4.07,102900005118831
2020-07-21,9.96,102900005119944
2020-07-21,2.8,102900005119975
2020-07-21,3.99,102900005123880
2020-07-21,10.21,102900005125808
2020-07-21,6.1,102900005125815
2020-07-21,5.28,102900011000328
2020-07-21,11.35,102900011001219
2020-07-21,3.14,102900011001806
2020-07-21,4.64,102900011008522
2020-07-21,4.46,102900011009444
2020-07-21,3.37,102900011009970
2020-07-21,20.0,102900051000944
2020-07-21,6.3,102900051004294
2020-07-21,5.31,102900051010455
2020-07-21,2.07,106956146480197
2020-07-22,3.5,102900005115762
2020-07-22,6.54,102900005115779
2020-07-22,2.17,102900005115786
2020-07-22,9.85,102900005115793
2020-07-22,4.57,102900005115823
2020-07-22,4.2,102900005115908
2020-07-22,4.3,102900005115946
2020-07-22,1.8,102900005115960
2020-07-22,3.75,102900005115984
2020-07-22,5.06,102900005116226
2020-07-22,8.8,102900005116233
2020-07-22,4.73,102900005116257
2020-07-22,3.04,102900005116509
2020-07-22,12.0,102900005116530
2020-07-22,5.04,102900005116547
2020-07-22,7.75,102900005116714
2020-07-22,8.0,102900005116899
2020-07-22,7.84,102900005116912
2020-07-22,9.11,102900005116943
2020-07-22,5.5,102900005117056
2020-07-22,11.26,102900005117209
2020-07-22,5.52,102900005118824
2020-07-22,4.07,102900005118831
2020-07-22,9.99,102900005119944
2020-07-22,2.8,102900005119975
2020-07-22,4.0,102900005123880
2020-07-22,10.66,102900005125808
2020-07-22,5.97,102900005125815
2020-07-22,5.07,102900011000328
2020-07-22,11.29,102900011001219
2020-07-22,3.16,102900011001806
2020-07-22,5.0,102900011008522
2020-07-22,4.64,102900011009444
2020-07-22,3.37,102900011009970
2020-07-22,20.0,102900051000944
2020-07-22,6.32,102900051004294
2020-07-22,5.31,102900051010455
2020-07-22,2.08,106956146480197
2020-07-23,4.26,102900005115762
2020-07-23,6.15,102900005115779
2020-07-23,2.6,102900005115786
2020-07-23,9.93,102900005115793
2020-07-23,4.19,102900005115823
2020-07-23,4.36,102900005115908
2020-07-23,4.26,102900005115946
2020-07-23,2.0,102900005115960
2020-07-23,4.27,102900005115984
2020-07-23,5.29,102900005116226
2020-07-23,11.96,102900005116233
2020-07-23,4.77,102900005116257
2020-07-23,3.46,102900005116509
2020-07-23,12.0,102900005116530
2020-07-23,5.33,102900005116547
2020-07-23,8.26,102900005116714
2020-07-23,8.0,102900005116899
